llm_as_judge,api,api_method,utterance,evaluation
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/list,Show me all the international carriers that TrackingMore supports.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/list,Which couriers can I track using TrackingMore?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/list,Provide a list of all the carriers that TrackingMore can track.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/list,What are the supported couriers for global package tracking on TrackingMore?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/list,List all the couriers that TrackingMore supports for tracking packages.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/list,Can you give me a list of all the carriers available for tracking on TrackingMore?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/list,Which international couriers does TrackingMore support for tracking?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/list,Show me the list of all supported carriers for tracking on TrackingMore.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),Can you track my package with carrier code yunexpress and tracking number YT2003521266065328?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),What is the status of my shipment with carrier code yunexpress and tracking number YT2003521266065328?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),Track my package using carrier code yunexpress and tracking number YT2003521266065328 in Spanish.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),Get the tracking details for carrier code yunexpress and tracking number YT2003521266065328 in Chinese.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),Where is my package with carrier code yunexpress and tracking number YT2003521266065328?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),Provide the tracking information for carrier code yunexpress and tracking number YT2003521266065328 in Italian.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),Can you check the status of my shipment with carrier code yunexpress and tracking number YT2003521266065328 in Russian?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),Track my package with carrier code yunexpress and tracking number YT2003521266065328 in English.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),What is the current location of my package with carrier code yunexpress and tracking number YT2003521266065328?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/track (Deprecated),Get the tracking details for carrier code yunexpress and tracking number YT2003521266065328.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,Can you track the package with tracking number NY323068698GB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,What is the status of the package with tracking number NY323068698GB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,Please provide tracking details for the package with tracking number NY323068698GB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,Where is the package with tracking number NY323068698GB currently located?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,Can you check the delivery status of the package with tracking number NY323068698GB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,I need the tracking information for the package with tracking number NY323068698GB.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,What is the latest update for the package with tracking number NY323068698GB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,Can you trace the package with tracking number NY323068698GB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,Please track the package with tracking number NY323068698GB and provide the details.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,packages/v2/track,What is the estimated delivery date for the package with tracking number NY323068698GB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,Can you detect the carrier for the package with tracking number YT2003521266065328?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,What carrier is handling the shipment with tracking number AB123456789?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,Please identify the carrier for the parcel with tracking number CD987654321.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,Which courier is responsible for the package with tracking number EF456789123?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,Detect the carrier for the shipment with tracking number GH321654987.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,Find out the carrier for the parcel with tracking number IJ789123456.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,Can you tell me the carrier for the package with tracking number KL654987321?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,Identify the courier for the shipment with tracking number MN123789456.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,What is the carrier for the parcel with tracking number OP456321789?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TrackingMore_v2,carriers/detect,Please detect the carrier for the package with tracking number QR789654123.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,Can you show me the list of body parts available in ExerciseDB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,What body parts can I find exercises for in ExerciseDB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,Fetch the list of body parts supported by ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,Give me the list of body parts that ExerciseDB has exercises for.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,What are the body parts included in ExerciseDB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,Show me all the body parts available in ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,List the body parts that ExerciseDB provides exercises for.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,Can you retrieve the list of body parts from ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,What body parts are covered in ExerciseDB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of bodyparts,Provide me with the list of body parts available in ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,What are the available target muscles in the ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,Can you show me the list of target muscles in the ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,Fetch the list of target muscles available in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,I need to see all the target muscles in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,Provide me with the list of target muscles from the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,Display the target muscles available in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,Give me the list of target muscles in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,What muscles can I target using exercises in the ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,Show me the target muscles supported by the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of target muscles,List all the target muscles available in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,What equipment is available for exercises?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,Can you show me the list of equipment I can use for workouts?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,What types of equipment are supported in the ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,Give me a list of all the equipment options for exercises.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,What workout equipment is included in the ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,Can you fetch the available equipment for fitness routines?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,What exercise equipment can I choose from?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,Show me the equipment options available for exercises.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,What are the different types of equipment I can use for exercises?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of equipment,Can you list all the equipment available in the ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,Show me exercises that target the chest.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,What exercises focus on the biceps?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,List exercises for strengthening the core.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,Can you find exercises that work the glutes?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,Give me exercises that target the shoulders.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,What are some exercises for the triceps?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,Show me exercises that focus on the hamstrings.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,List exercises that target the quadriceps.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,What exercises are good for the lower back?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by target muscle,Can you find exercises that work the calves?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,Can you fetch the exercise with ID 12345?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,Show me the details of the exercise identified by ID 67890.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,What is the animated demonstration for the exercise with ID 54321?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,Get the exercise data for ID 98765.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,Can you retrieve the exercise with ID 11223?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,Fetch the exercise details for ID 33445.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,What is the exercise with ID 55667?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,Show me the exercise with ID 77889.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,Can you get the exercise data for ID 99001?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,Exercise by ID,Retrieve the exercise with ID 22334.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,Can you show me details about the exercise called 'Push-up'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,What information do you have on 'Squat'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,Tell me more about 'Deadlift'.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,Fetch details for 'Bench Press'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,Can you provide information on 'Pull-up'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,Show me the details of 'Plank'.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,What does the ExerciseDB say about 'Lunges'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,Can you fetch data for 'Bicep Curl'?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,Tell me about 'Tricep Dip'.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by name,What information is available for 'Mountain Climber'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,Show me exercises for the chest.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,What exercises target the back muscles?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,Can you list exercises for the legs?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,I need exercises for the shoulders.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,Find exercises that focus on the arms.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,Give me a list of exercises for the abdominal muscles.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,What are some good exercises for the glutes?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,Show me exercises that work on the calves.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,Can you suggest exercises for the neck?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by body part,I’m looking for exercises that target the forearms.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,Can you show me all the exercises available in the ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,What are the different exercises I can find in the ExerciseDB?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,Fetch the complete list of exercises from the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,I need to see all the exercises in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,Provide me with a list of all exercises available in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,Show me all the exercises with their details from the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,Can you retrieve all the exercises from the ExerciseDB?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,List all the exercises available in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,I want to see all the exercises in the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List of all exercises,Fetch all the exercises from the ExerciseDB.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,Show me exercises that use a barbell.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,What exercises can I do with a resistance band?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,List exercises that require a kettlebell.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,Find exercises that use a dumbbell.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,Can you show me exercises that use a medicine ball?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,What exercises can I do with a stability ball?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,List exercises that require a pull-up bar.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,Find exercises that use a TRX suspension trainer.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,Show me exercises that use a foam roller.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,ExerciseDB,List by equipment,What exercises can I do with a jump rope?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,Translate 'Good morning' from English to French.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,How do you say 'Thank you' in Spanish from English?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,Translate 'I love you' from English to German.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,What is the translation of 'Hello' from English to Japanese?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,Translate 'Goodbye' from English to Russian.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,How do you say 'Please' in Italian from English?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,Translate 'Excuse me' from English to Chinese.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,What is the translation of 'Yes' from English to Portuguese?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,Translate 'No' from English to Arabic.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,MyMemory - Translation Memory,search translations,How do you say 'Welcome' in Dutch from English?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),What is the sentiment of the comment 'This product is absolutely fantastic!'?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),Analyze the tone of the statement 'I had a terrible experience with their customer service.',unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),Is the feedback 'The food was delicious and the service was excellent.' positive or negative?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),Determine the sentiment of the review 'The movie was boring and the plot was predictable.',unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),"What is the tone of the comment 'I love the new design, it's very user-friendly.'?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),Analyze the sentiment of the statement 'The delivery was late and the package was damaged.',unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),Is the feedback 'The hotel room was clean and comfortable.' positive or negative?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),Determine the sentiment of the review 'The app crashes frequently and is difficult to use.',unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),"What is the tone of the comment 'The concert was amazing, the band played all my favorite songs.'?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Sentiment Analysis,Analyze (post),Analyze the sentiment of the statement 'The product arrived broken and the customer service was unhelpful.',unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,¿Cuál es el estado de mi envío con el ID de tarea 123456?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,Necesito información sobre el envío con el número de tarea 789012.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,"Por favor, verifica el estado de la tarea con ID 345678.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,¿Puedes darme detalles del envío asociado a la tarea 901234?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,Quiero saber el progreso de mi envío con el ID de tarea 567890.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,Consulta el estado de la tarea con ID 234567.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,¿Qué información tienes sobre el envío con el ID de tarea 890123?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,Dame el estado actual del envío con el número de tarea 456789.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,Verifica el estado de mi envío con el ID de tarea 678901.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/tracking/correo_argentino/result_task/:task_id,¿Puedes proporcionar detalles sobre la tarea con ID 012345?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,¿Cuáles son las ciudades disponibles en la provincia de Buenos Aires?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,Necesito la lista de localidades en Córdoba.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,¿Puedes darme las ciudades de Santa Fe?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,Quiero conocer las localidades de Mendoza.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,¿Qué ciudades hay en la provincia de Tucumán?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,Dame la lista de ciudades en la provincia de Salta.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,¿Cuáles son las localidades de Entre Ríos?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,Necesito saber las ciudades de la provincia de San Juan.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,¿Puedes listar las ciudades de La Pampa?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/states/:stateIsoCode,Quiero ver las localidades de la provincia de Neuquén.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,¿Cuáles son las ciudades en la provincia con código ISO AR-B para el código postal 1000?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,Necesito información sobre las localidades en la provincia AR-C con el código postal 2000.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,¿Qué ciudades hay en la provincia AR-S para el código postal 3000?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,Busco las localidades en la provincia AR-M con el código postal 4000.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,¿Cuáles son las ciudades en la provincia AR-T para el código postal 5000?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,Necesito detalles sobre las localidades en la provincia AR-R con el código postal 6000.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,¿Qué ciudades hay en la provincia AR-J para el código postal 7000?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,Busco las localidades en la provincia AR-E con el código postal 8000.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,¿Cuáles son las ciudades en la provincia AR-K para el código postal 9000?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/postcode/:stateIsoCode/:postCode,Necesito información sobre las localidades en la provincia AR-L con el código postal 10000.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/search/:stateIsoCode/:keyword,Busca la localidad de Caballito en la provincia de Buenos Aires.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/search/:stateIsoCode/:keyword,Encuentra la ciudad de Rosario en la provincia de Santa Fe.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/search/:stateIsoCode/:keyword,Busca la localidad de Mendoza en la provincia de Mendoza.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/search/:stateIsoCode/:keyword,Encuentra la ciudad de Córdoba en la provincia de Córdoba.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/search/:stateIsoCode/:keyword,Busca la localidad de San Miguel de Tucumán en la provincia de Tucumán.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Transportistas de Argentina,/cities/search/:stateIsoCode/:keyword,Encuentra la ciudad de La Plata en la provincia de Buenos Aires.,natural
