llm_as_judge,api,api_method,utterance,evaluation
gpt-4.1,Transportistas de Argentina,/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,Calculate the shipping fee for a 10 kg item from postal code 3000 to 4000.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,I need to know the cost of sending a 7 kg package from 7000 to 8000.,natural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,What would be the price to ship a 3 kg box from 9000 to 10000?,natural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,Find out the delivery charge for a 4 kg parcel from 1100 to 1200.,natural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,How much is it to send a 6 kg package from 1300 to 1400?,natural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,Get the shipping quote for a 8 kg item from 1500 to 1600.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,What is the cost to deliver a 9 kg parcel from 1700 to 1800?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,Calculate the cost for sending a 1 kg package from 1900 to 2000.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Track my package with tracking code 123456789 using the ecommerce service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Can you provide the status of my shipment with tracking code ABCDEFGH using the mercadolibre service?,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,I need to check the delivery history for tracking code 987654321 with the national service.,natural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Please track the parcel with tracking code LMNOPQRS using the national-plus service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Get the tracking details for code 1122334455 with the national-international service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,What is the current status of my package with tracking code ZXCVBNM using the ecommerce service?,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Check the delivery updates for tracking code 5566778899 with the mercadolibre service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,I want to know the history of my shipment with tracking code QWERTYUI using the national service.,natural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Please provide the tracking information for code 9988776655 using the national-plus service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Can you track my parcel with tracking code ASDFGHJK using the national-international service?,unnatural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Can you find the offices for Andreani in the area with postcode 1001?,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Where are the Oca offices located in the region with postcode 2000?,unnatural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,List the Correo Argentino offices for postcode 3000.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,I need to find Andreani offices in the area with postcode 4000.,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Show me the Oca offices for the postcode 5000.,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Can you provide the locations of Correo Argentino offices in the postcode 6000?,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Find the Andreani offices for the postcode 7000.,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Where can I find Oca offices in the postcode 8000?,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Locate the Correo Argentino offices for postcode 9000.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,I am looking for Andreani offices in the area with postcode 10000.,natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Find Andreani offices in Buenos Aires with the keyword 'Palermo'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Locate Oca offices in Cordoba using the keyword 'Centro'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Search for Correo Argentino offices in Santa Fe with the keyword 'Rosario'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Show me Andreani offices in Mendoza with the keyword 'Godoy Cruz'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Find Oca offices in Tucuman using the keyword 'San Miguel'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Locate Correo Argentino offices in Salta with the keyword 'Centro'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Search for Andreani offices in Chaco using the keyword 'Resistencia'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Show me Oca offices in Jujuy with the keyword 'San Salvador'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Find Correo Argentino offices in Entre Rios using the keyword 'Parana'.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Locate Andreani offices in Neuquen with the keyword 'Centro'.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Can you provide a shipping quote from office ARBA to postal code 1001 for client 12345 under contract 67890?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,I need a delivery estimate from office ARSM to postal code 2000 for client 54321 with contract 09876.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Get me the shipping cost from office ARCO to postal code 3000 for client 11223 using contract 44556.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,What is the quote for sending a package from office ARLP to postal code 4000 for client 33445 under contract 66778?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Please provide the delivery quote from office ARSF to postal code 5000 for client 55667 with contract 88990.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,I need a quote for shipping from office ARMD to postal code 6000 for client 77889 under contract 11223.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Can you give me the shipping estimate from office ARSC to postal code 7000 for client 99001 with contract 33445?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,What is the cost to send a package from office ARCB to postal code 8000 for client 22334 under contract 55667?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Get a delivery quote from office ARSL to postal code 9000 for client 44556 using contract 77889.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,I need the shipping quote from office ARBA to postal code 10000 for client 66778 with contract 99001.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Can you convert this handwritten note into text?,natural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Please extract the text from this image and include images of the split lines.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,I need the text from this scanned note for session ID 1234-5678-9101.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Convert this image to text and track it under session ABCD-1234.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Extract text from this image without including split line images.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Can you scan this handwritten page and provide the text output?,natural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Please convert this handwritten document to text and include sub-scan images.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,I need the text from this image for billing session XYZ-9876.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Extract the text from this image and track it with session ID 5678-ABCD.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Can you convert this handwritten note into editable text and include the split line images?,natural
gpt-4.1,Cricket Live Data,Series,Show me the list of all available cricket series.,natural
gpt-4.1,Cricket Live Data,Series,What cricket series are currently available to query?,unnatural
gpt-4.1,Cricket Live Data,Series,Can you provide a list of cricket series I can get data for?,natural
gpt-4.1,Cricket Live Data,Series,List all the cricket series that are available.,unnatural
gpt-4.1,Cricket Live Data,Series,I want to see the available cricket series.,natural
gpt-4.1,Cricket Live Data,Series,What are the available series in cricket right now?,natural
gpt-4.1,Cricket Live Data,Series,Give me a list of all cricket series I can query.,unnatural
gpt-4.1,Cricket Live Data,Series,Which cricket series can I get information on?,natural
gpt-4.1,Cricket Live Data,Series,Please list the cricket series that are available.,natural
gpt-4.1,Cricket Live Data,Series,Could you show me the available cricket series?,natural
gpt-4.1,Cricket Live Data,Fixtures,Show me the upcoming cricket fixtures.,natural
gpt-4.1,Cricket Live Data,Fixtures,What are the next 50 cricket matches scheduled?,natural
gpt-4.1,Cricket Live Data,Fixtures,List the upcoming cricket games.,natural
gpt-4.1,Cricket Live Data,Fixtures,Can you provide the schedule for the next cricket fixtures?,natural
gpt-4.1,Cricket Live Data,Fixtures,I want to see the upcoming cricket match fixtures.,natural
gpt-4.1,Cricket Live Data,Fixtures,Give me the list of the next 50 cricket fixtures.,unnatural
gpt-4.1,Cricket Live Data,Fixtures,What are the upcoming matches in the cricket series?,natural
gpt-4.1,Cricket Live Data,Fixtures,Show the schedule for the next cricket tournaments.,natural
gpt-4.1,Cricket Live Data,Fixtures,Can you list the next 50 cricket fixtures for me?,natural
gpt-4.1,Cricket Live Data,Fixtures,I need to know the upcoming cricket match schedule.,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,Can you show me the fixtures for the tournament with series ID 606?,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,I need the results for the series with ID 1234.,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,What are the upcoming matches in the tournament with series ID 789?,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,Please provide the scorecards for the series with ID 456.,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,List all fixtures for the cricket series with ID 1011.,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,Can you give me the results of the tournament with series ID 2022?,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,Show me the match schedule for the series with ID 3333.,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,I want to see the fixtures and results for the series ID 4444.,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,What are the results for the cricket series with ID 5555?,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Series,Please list the upcoming fixtures for the tournament with series ID 6666.,unnatural
gpt-4.1,Cricket Live Data,Fixtures By Date,"What cricket matches are scheduled for October 15, 2023?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Can you show me the cricket fixtures for November 1, 2023?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"I need the list of cricket games happening on December 25, 2023.",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"What are the cricket fixtures for January 5, 2024?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Please provide the cricket match schedule for February 14, 2024.",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Which cricket matches are taking place on March 3, 2024?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Show me the cricket fixtures for April 10, 2024.",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"I want to know the cricket matches scheduled for May 20, 2024.",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Can you list the cricket games on June 30, 2024?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"What cricket fixtures are there for July 4, 2024?",natural
gpt-4.1,Cricket Live Data,Results,Show me the latest cricket match results.,natural
gpt-4.1,Cricket Live Data,Results,Can you provide the results of the most recent cricket games?,natural
gpt-4.1,Cricket Live Data,Results,What are the outcomes of the last few cricket matches?,natural
gpt-4.1,Cricket Live Data,Results,List the results of the latest cricket tournaments.,natural
gpt-4.1,Cricket Live Data,Results,Give me the scorecards for the recent cricket matches.,natural
gpt-4.1,Cricket Live Data,Results,I want to see the results of the last 50 cricket games.,natural
gpt-4.1,Cricket Live Data,Results,What were the results of the latest cricket series?,natural
gpt-4.1,Cricket Live Data,Results,Can you show the outcomes of the recent cricket fixtures?,natural
gpt-4.1,Cricket Live Data,Results,Provide the results for the most recent cricket matches.,natural
gpt-4.1,Cricket Live Data,Results,What are the latest results in the world of cricket?,natural
gpt-4.1,Cricket Live Data,Results By Date,"What were the cricket match results on March 15, 2023?",natural
gpt-4.1,Cricket Live Data,Results By Date,"Can you show me the cricket scores for April 10, 2022?",natural
gpt-4.1,Cricket Live Data,Results By Date,"I need the cricket match outcomes for July 4, 2021.",natural
gpt-4.1,Cricket Live Data,Results By Date,"What were the results of the cricket games on December 25, 2020?",natural
gpt-4.1,Cricket Live Data,Results By Date,"Please provide the cricket match results for November 11, 2019.",natural
gpt-4.1,Cricket Live Data,Results By Date,"Can you tell me the cricket scores from August 8, 2018?",natural
gpt-4.1,Cricket Live Data,Results By Date,"I want to know the cricket match results for February 14, 2017.",natural
gpt-4.1,Cricket Live Data,Results By Date,"What were the cricket match outcomes on June 30, 2016?",natural
gpt-4.1,Cricket Live Data,Results By Date,"Show me the cricket scores for January 1, 2015.",natural
gpt-4.1,Cricket Live Data,Results By Date,"I need the results of cricket matches held on September 20, 2020.",natural
gpt-4.1,Cricket Live Data,Match Scorecard,Can you provide the live scorecard for match ID 2432999?,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,What's the current score for the match with ID 2433001?,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,Show me the full scorecard for the game with match ID 2433002.,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,I need the live score details for match ID 2433003.,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,Please give me the scorecard for the match with ID 2433004.,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,Fetch the live scorecard for match ID 2433005.,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,What are the current scores for the match with ID 2433006?,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,I'd like to see the scorecard for match ID 2433007.,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,Can you show me the live scorecard for the match with ID 2433008?,unnatural
gpt-4.1,Cricket Live Data,Match Scorecard,Get me the full scorecard for match ID 2433009.,unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,What's the hourly weather forecast for the next 16 days at latitude 34.0522 and longitude -118.2437?,unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"Can you provide the 16-day hourly weather forecast for New York City with coordinates 40.7128, -74.0060?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"I need the hourly weather forecast for the next 16 days for Paris, France at latitude 48.8566 and longitude 2.3522.",unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"What's the 16-day hourly weather forecast for Tokyo, Japan with coordinates 35.6895, 139.6917?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"Please give me the hourly weather forecast for the next 16 days for Sydney, Australia at latitude -33.8688 and longitude 151.2093.",unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"Can you show me the 16-day hourly weather forecast for Rio de Janeiro, Brazil with coordinates -22.9068, -43.1729?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"I need the 16-day hourly weather forecast for Cape Town, South Africa at latitude -33.9249 and longitude 18.4241.",unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"What's the hourly weather forecast for the next 16 days in Moscow, Russia with coordinates 55.7558, 37.6173?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"Please provide the 16-day hourly weather forecast for Mumbai, India at latitude 19.0760 and longitude 72.8777.",unnatural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"Can you give me the 16-day hourly weather forecast for Cairo, Egypt with coordinates 30.0444, 31.2357?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"What's the 16-day weather forecast for the coordinates 40.7128° N, 74.0060° W?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"Can you provide the weather forecast for the next 16 days at 34.0522° N, 118.2437° W?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"I need the weather forecast for the next 16 days for the location with coordinates 51.5074° N, 0.1278° W.",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"What's the weather outlook for the next 16 days at 48.8566° N, 2.3522° E?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"Could you give me the 16-day weather forecast for 35.6895° N, 139.6917° E?",natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"Please provide the 16-day weather forecast for the coordinates 55.7558° N, 37.6173° E.",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"I want to know the 16-day weather forecast for 37.7749° N, 122.4194° W.",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"What's the 16-day weather forecast for the location at 28.6139° N, 77.2090° E?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"Can you tell me the weather forecast for the next 16 days at 41.9028° N, 12.4964° E?",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"I need the 16-day weather forecast for the coordinates 19.0760° N, 72.8777° E.",natural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,Can you provide the weather history for station ID 07197?,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"I need the historical weather data for station ID 12345 on March 15, 2021.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,What was the weather like at station ID 67890 over the past 24 hours?,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,Show me the weather history for station ID 54321 for the last 7 days.,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"Get the weather data for station ID 98765 from April 10, 2022.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,I'd like to see the weather history for station ID 24680 for the past 48 hours.,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"Provide the historical weather information for station ID 13579 on January 1, 2020.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,Can you give me the weather history for station ID 11223 for the last 72 hours?,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"I need the weather data for station ID 33445 from February 20, 2021.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,What was the weather like at station ID 55667 over the past 30 days?,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"What was the weather like at coordinates 40.7128, -74.0060 last week?",natural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Can you provide the historical weather data for Paris, France at 48.8566 latitude and 2.3522 longitude?",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,I need the weather history for the location with latitude 34.0522 and longitude -118.2437.,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Get me the past weather observations for Tokyo, Japan at 35.6895 latitude and 139.6917 longitude.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"What was the weather history for Sydney, Australia at coordinates -33.8688, 151.2093?",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Retrieve the historical weather data for Rio de Janeiro, Brazil at -22.9068 latitude and -43.1729 longitude.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Can you show me the weather history for the coordinates 51.5074, -0.1278 in London?",natural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,I want to know the past weather conditions for the location with latitude 55.7558 and longitude 37.6173 in Moscow.,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Provide the historical weather data for Cape Town, South Africa at -33.9249 latitude and 18.4241 longitude.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"What was the weather like in New Delhi, India at coordinates 28.6139, 77.2090?",natural
gpt-4.1,Forecast,GetStatus,Is the weather forecast API currently operational?,unnatural
gpt-4.1,Forecast,GetStatus,Can you check if the forecast service is up and running?,natural
gpt-4.1,Forecast,GetStatus,Please verify the status of the weather forecast API.,unnatural
gpt-4.1,Forecast,GetStatus,Is the forecast API service available right now?,unnatural
gpt-4.1,Forecast,GetStatus,Check if the weather forecast API is active.,unnatural
gpt-4.1,Forecast,GetStatus,Can you confirm the operational status of the forecast API?,unnatural
gpt-4.1,Forecast,GetStatus,Is the forecast API currently online?,unnatural
gpt-4.1,Forecast,GetStatus,Please check if the weather forecast API is functioning.,unnatural
gpt-4.1,Forecast,GetStatus,Is the forecast service API up at the moment?,unnatural
gpt-4.1,Forecast,GetStatus,Verify if the weather forecast API is running.,unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,What's the 16-day weather forecast for New York?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Can you provide the weather forecast for the next 16 days in Tokyo?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,I'd like to know the weather forecast for Paris for the upcoming 16 days.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Get me the 16-day weather forecast for Sydney.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,What does the 16-day weather forecast look like for Rio de Janeiro?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Please provide the 16-day weather forecast for Cape Town.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,I need the 16-day weather forecast for Mumbai.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Show me the 16-day weather forecast for Los Angeles.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,What's the weather forecast for the next 16 days in Moscow?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Can you tell me the 16-day weather forecast for Cairo?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,What's the weather forecast for New York for the next 16 days?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,Can you provide the 16-day weather forecast for Tokyo?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,I'd like to know the weather forecast for the next 16 days in Sydney.,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,Give me the 16-day weather outlook for Paris.,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,What's the 16-day weather forecast for Los Angeles?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,Can you tell me the weather forecast for the next 16 days in Mumbai?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,I'd like to see the 16-day weather forecast for Cape Town.,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,What's the weather forecast for the next 16 days in Rio de Janeiro?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,Can you provide the 16-day weather forecast for Moscow?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,I'd like to know the 16-day weather forecast for Dubai.,natural
gpt-4.1,Candlestick Chart,Binance charts,Generate a candlestick chart for the ETHUSDT trading pair.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,Create a candlestick chart for BTCUSDT with a 5-minute interval.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,I need a candlestick chart for the XRPUSDT pair with 50 candles.,natural
gpt-4.1,Candlestick Chart,Binance charts,Show me a candlestick chart for the ADAUSDT trading pair with a 1-hour interval.,natural
gpt-4.1,Candlestick Chart,Binance charts,Get a candlestick chart for the BNBUSDT pair with the last price set to 300.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,Provide a candlestick chart for the DOTUSDT pair with a 1-day interval.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,I want a candlestick chart for the LTCUSDT trading pair with 100 candles.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,Create a candlestick chart for the LINKUSDT pair with a 15-minute interval.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,Generate a candlestick chart for the SOLUSDT pair with the last price set to 150.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,Show me a candlestick chart for the UNIUSDT trading pair with a 4-hour interval.,natural
gpt-4.1,Candlestick Chart,Health,Can you perform a health check on the candlestick chart API?,unnatural
gpt-4.1,Candlestick Chart,Health,Is the candlestick chart API currently operational?,unnatural
gpt-4.1,Candlestick Chart,Health,Please verify the health status of the candlestick chart service.,unnatural
gpt-4.1,Candlestick Chart,Health,Check if the candlestick chart API is up and running.,unnatural
gpt-4.1,Candlestick Chart,Health,I need a status update on the candlestick chart API's health.,unnatural
gpt-4.1,Candlestick Chart,Health,Is the candlestick chart API functioning properly right now?,unnatural
gpt-4.1,Candlestick Chart,Health,Can you confirm the operational status of the candlestick chart API?,unnatural
gpt-4.1,Candlestick Chart,Health,Please perform a health check on the candlestick chart API.,unnatural
gpt-4.1,Candlestick Chart,Health,Is the candlestick chart API service currently available?,unnatural
gpt-4.1,Candlestick Chart,Health,Check the health of the candlestick chart API for me.,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,Estimate the solar power output for a plant located at latitude 34.0522 and longitude -118.2437 with an installed capacity of 5000 kWp.,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,What is the expected monthly solar energy production for a PV system at 40.7128 latitude and -74.0060 longitude with 8000 kWp capacity?,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"Calculate the solar power estimation for a plant at 51.5074 latitude, -0.1278 longitude, with a 12000 kWp installation.",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,Provide the solar energy forecast for a PV installation at 48.8566 latitude and 2.3522 longitude with a capacity of 15000 kWp.,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"Estimate the monthly solar output for a system at 35.6895 latitude, 139.6917 longitude, with 20000 kWp installed.",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,What is the predicted solar power generation for a plant at 37.7749 latitude and -122.4194 longitude with 10000 kWp capacity?,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"Calculate the expected solar energy production for a PV system at 55.7558 latitude, 37.6173 longitude, with 9000 kWp capacity.",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,Provide the solar power estimation for a plant located at 28.6139 latitude and 77.2090 longitude with an installed capacity of 7000 kWp.,unnatural
