llm_as_judge,api,api_method,utterance,evaluation
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,I need to check the status of my shipment with tracking code ML987654321 under the mercadolibre service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Please create a task to track my parcel with code NA1122334455 using the national service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Track the package with tracking number NP5566778899 under the national-plus service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,I want to know the delivery history for the package with code NI9988776655 using the national-international service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Could you find the tracking details for my shipment with code EC123123123 using the ecommerce service?,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Get the tracking history for the parcel with code ML321321321 under the mercadolibre service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,I need to track my delivery with the code NA456456456 using the national service.,natural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Please check the status of my package with tracking number NP654654654 under the national-plus service.,unnatural
gpt-4.1,Transportistas de Argentina,/tracking/correo_argentino/create_task/:service/:tracking_code,Can you provide the tracking information for the shipment with code NI789789789 using the national-international service?,unnatural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Can you find the offices for Andreani in the postal code 1001?,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,I need to know where the Oca offices are located in the area with postal code 2000.,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Show me the Correo Argentino offices in the postal code 3000.,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Where can I find Andreani offices in the 4000 postal code area?,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Locate the Oca offices for the postal code 5000.,unnatural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,I am looking for Correo Argentino offices in the 6000 postal code.,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Can you tell me where the Andreani offices are in the postal code 7000?,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Find the Oca offices in the area with postal code 8000.,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,I need the locations of Correo Argentino offices in the 9000 postal code.,natural
gpt-4.1,Transportistas de Argentina,/offices/postcode/:service/:postCode,Where are the Andreani offices located in the postal code 10000?,natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,Can you find the offices in Caballito for Andreani in Buenos Aires?,natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"Show me the Oca offices located in the city of Rosario, Santa Fe.",natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"Where are the Correo Argentino offices in the neighborhood of Recoleta, Buenos Aires?",natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"I need to find Andreani offices in the area of San Miguel de Tucumán, Tucumán.",natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"Locate the Oca offices in the city of Mar del Plata, Buenos Aires.",unnatural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"Find me the Correo Argentino offices in the town of Villa Carlos Paz, Córdoba.",natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"Can you list the Andreani offices in the city of Mendoza, Mendoza?",natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"Show the Oca offices in the area of San Isidro, Buenos Aires.",natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"Where can I find Correo Argentino offices in the city of Salta, Salta?",natural
gpt-4.1,Transportistas de Argentina,/offices/search/:service/:stateIsoCode/:keyword,"I am looking for Andreani offices in the neighborhood of Palermo, Buenos Aires.",natural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Can you give me a quote for sending a package from Buenos Aires to postal code 2000 with client number CL123 and contract number CN456?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,I need a shipping quote from Cordoba to the postal code 5000 using client ID 7890 and contract ID 1234.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,What's the cost to send a parcel from Mendoza to postal code 3000 with my client number 5678 and contract number 91011?,natural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Could you provide a quote for a delivery from Rosario to postal code 4000 using client number 1122 and contract number 3344?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,How much would it cost to ship from La Plata to postal code 6000 with client ID 5566 and contract ID 7788?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Get me a quote for sending a package from Mar del Plata to postal code 7000 with client number 9988 and contract number 7766.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,I need to know the shipping cost from Salta to postal code 8000 using client number 2233 and contract number 4455.,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Can you calculate the delivery price from San Juan to postal code 9000 with client ID 6677 and contract ID 8899?,unnatural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,What's the quote for shipping from Neuquen to postal code 1000 with my client number 3344 and contract number 5566?,natural
gpt-4.1,Transportistas de Argentina,/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Please provide a shipping quote from Bariloche to postal code 1100 using client number 7788 and contract number 9900.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Can you convert this handwritten note into text?,natural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,"I need the text from this image, and please include the split line images.",natural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Extract the text from this scanned page.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Please convert this image to text and track it under session ID 'session-1234'.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,"I have a handwritten letter here, can you extract the text?",natural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Turn this image into editable text and include the line images.,natural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Can you recognize the text from this picture and use session ID 'track-5678'?,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Extract text from this image and include the sub scans.,unnatural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,Please convert this handwritten document to text.,natural
gpt-4.1,Pen to Print - Handwriting OCR,recognize,"I need the text from this image, and track it with session ID 'billing-2023'.",unnatural
gpt-4.1,Cricket Live Data,Fixtures,Can you show me the upcoming cricket fixtures?,natural
gpt-4.1,Cricket Live Data,Fixtures,What are the next 50 cricket matches scheduled?,natural
gpt-4.1,Cricket Live Data,Fixtures,List the upcoming cricket games for all series.,natural
gpt-4.1,Cricket Live Data,Fixtures,I want to know the next cricket fixtures.,natural
gpt-4.1,Cricket Live Data,Fixtures,Could you provide the schedule for the next cricket matches?,natural
gpt-4.1,Cricket Live Data,Fixtures,Show me the fixtures for the upcoming cricket tournaments.,natural
gpt-4.1,Cricket Live Data,Fixtures,What are the next cricket fixtures across all series?,natural
gpt-4.1,Cricket Live Data,Fixtures,Give me the list of upcoming cricket matches.,natural
gpt-4.1,Cricket Live Data,Fixtures,Can you tell me about the next 50 cricket fixtures?,natural
gpt-4.1,Cricket Live Data,Fixtures,I need the schedule for the upcoming cricket fixtures.,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,Can you show me the fixtures for the IPL 2023?,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,I need the match schedule for the Ashes series.,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,What's the fixture list for the Big Bash League this year?,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,Could you provide the fixtures for the ICC World Cup 2023?,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,Give me the match details for the Caribbean Premier League.,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,I want to see the fixtures for the Pakistan Super League.,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,Show me the schedule for the County Championship.,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,What are the upcoming matches in the Ranji Trophy?,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,List the fixtures for the Asia Cup 2023.,natural
gpt-4.1,Cricket Live Data,Fixtures By Series,Can you tell me the match schedule for the T20 Blast?,natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"What cricket matches are scheduled for October 15, 2023?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Show me the cricket fixtures for November 1st, 2023.",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Can you list the cricket games happening on December 25, 2023?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"I need to know the cricket matches on January 5, 2024.",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"What are the cricket fixtures for February 14, 2024?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Tell me about the cricket matches scheduled for March 3, 2024.",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Which cricket games are planned for April 10, 2024?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"Can you provide the cricket fixtures for May 20, 2024?",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"I want to see the cricket matches on June 30, 2024.",natural
gpt-4.1,Cricket Live Data,Fixtures By Date,"List the cricket fixtures for July 4, 2024.",natural
gpt-4.1,Cricket Live Data,Results,Show me the latest cricket match results.,natural
gpt-4.1,Cricket Live Data,Results,Can you list the recent cricket match outcomes?,natural
gpt-4.1,Cricket Live Data,Results,What are the results of the last few cricket games?,natural
gpt-4.1,Cricket Live Data,Results,I'd like to see the latest scores from recent cricket matches.,natural
gpt-4.1,Cricket Live Data,Results,Give me the results of the most recent cricket matches.,natural
gpt-4.1,Cricket Live Data,Results,Could you provide the outcomes of the latest cricket games?,natural
gpt-4.1,Cricket Live Data,Results,List the results from the last cricket matches played.,natural
gpt-4.1,Cricket Live Data,Results,What are the scores from the recent cricket tournaments?,natural
gpt-4.1,Cricket Live Data,Results,Show the outcomes of the latest cricket series.,unnatural
gpt-4.1,Cricket Live Data,Results,Can I get the results of the last 50 cricket matches?,natural
gpt-4.1,Cricket Live Data,Results By Date,"Can you show me the cricket match results for September 15, 2023?",natural
gpt-4.1,Cricket Live Data,Results By Date,"What were the outcomes of the cricket games on July 4, 2022?",natural
gpt-4.1,Cricket Live Data,Results By Date,"I'd like to know the cricket scores from March 10, 2021.",natural
gpt-4.1,Cricket Live Data,Results By Date,"Please provide the cricket match results for December 25, 2020.",natural
gpt-4.1,Cricket Live Data,Results By Date,"What were the cricket match results on August 1, 2023?",natural
gpt-4.1,Cricket Live Data,Results By Date,"Can you tell me the cricket scores for April 18, 2022?",natural
gpt-4.1,Cricket Live Data,Results By Date,"I want to see the cricket results from November 11, 2021.",natural
gpt-4.1,Cricket Live Data,Results By Date,"Show me the cricket match outcomes for February 14, 2023.",natural
gpt-4.1,Cricket Live Data,Results By Date,"What were the results of the cricket matches on June 30, 2020?",natural
gpt-4.1,Cricket Live Data,Results By Date,"I'd like to know the cricket match results for October 5, 2022.",natural
gpt-4.1,Cricket Live Data,Match Scorecard,Can you show me the scorecard for the India vs Australia match?,natural
gpt-4.1,Cricket Live Data,Match Scorecard,What's the current score for the England vs South Africa game?,natural
gpt-4.1,Cricket Live Data,Match Scorecard,I'd like to see the full scorecard for the Pakistan vs New Zealand match.,natural
gpt-4.1,Cricket Live Data,Match Scorecard,Please provide the live scorecard for the West Indies vs Sri Lanka match.,natural
gpt-4.1,Cricket Live Data,Match Scorecard,Can you give me the score details for the Bangladesh vs Zimbabwe game?,natural
gpt-4.1,Cricket Live Data,Match Scorecard,Show me the scorecard for the Afghanistan vs Ireland match.,natural
gpt-4.1,Cricket Live Data,Match Scorecard,What's the live score for the Netherlands vs Scotland match?,natural
gpt-4.1,Cricket Live Data,Match Scorecard,I'd like to know the scorecard for the India vs Pakistan game.,natural
gpt-4.1,Cricket Live Data,Match Scorecard,Can you provide the scorecard for the Australia vs England match?,natural
gpt-4.1,Cricket Live Data,Match Scorecard,What's the score for the South Africa vs West Indies game?,natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"What's the hourly weather forecast for the coordinates 40.7128° N, 74.0060° W?",natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,Can you provide the hourly weather details for Paris?,natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,Give me the hourly forecast for the area around Sydney Opera House.,natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"I'd like to know the hourly weather prediction for the coordinates 34.0522° N, 118.2437° W.",natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,What's the weather forecast by the hour for the Eiffel Tower?,natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,Can you tell me the hourly weather forecast for the Great Wall of China?,natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"I need the hourly weather forecast for the coordinates 51.5074° N, 0.1278° W.",natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,What's the hourly weather forecast for the Statue of Liberty?,natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"Could you give me the hourly weather forecast for the coordinates 35.6895° N, 139.6917° E?",natural
gpt-4.1,Forecast,RapidApiGetForecastHourlyByCoordinates,"Please provide the hourly weather forecast for the coordinates 37.7749° N, 122.4194° W.",unnatural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,What's the weather forecast for the next 16 days in New York City?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,Can you provide the 16-day weather outlook for Paris?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,I'd like to know the weather forecast for the upcoming days in Tokyo.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,"Give me the 16-day weather forecast for Sydney, please.",natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,What's the weather prediction for the next 16 days in Rio de Janeiro?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,Can you tell me the weather forecast for the next 16 days in Cape Town?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,I'd like to see the 16-day weather forecast for Moscow.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,Provide the weather forecast for the next 16 days in Cairo.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,What's the 16-day weather forecast for Los Angeles?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByCoordinates,Can you give me the weather forecast for the next 16 days in Mumbai?,natural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,Can you provide the weather history for station ID 07197?,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"I'd like to see the weather data for station ID 12345 from May 1st, 2023.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,Show me the historical weather information for station ID 67890 over the past 24 hours.,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,Get the weather history for station ID 54321 for the last 72 hours.,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"I need the weather history for station ID 98765 on June 15th, 2022.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"Retrieve the weather data for station ID 24680 from April 10th, 2021.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,Can you get the historical weather data for station ID 13579 for the past 48 hours?,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"Please show the weather history for station ID 11223 on March 3rd, 2020.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,I'd like to know the weather history for station ID 33445 over the last 96 hours.,unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByStationId,"Get me the historical weather data for station ID 55667 from July 20th, 2023.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Can you provide the weather history for the coordinates 34.0522, -118.2437?",natural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"I need the past weather data for the location at 51.5074, -0.1278.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"What's the historical weather information for 40.7128, -74.0060?",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Give me the weather history for the coordinates 48.8566, 2.3522.",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"I'd like to see the past weather data for 35.6895, 139.6917.",natural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Could you fetch the historical weather for 55.7558, 37.6173?",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Please show me the weather history for the coordinates 37.7749, -122.4194.",natural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"What was the weather like historically at 28.6139, 77.2090?",natural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"Can you get the past weather data for 41.9028, 12.4964?",unnatural
gpt-4.1,Forecast,RapidApiGetObservationHistoryByCoordinates,"I'd like to know the historical weather for 19.0760, 72.8777.",natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,What's the weather forecast for the next 16 days in Paris?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Can you give me the 16-day weather outlook for Tokyo?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,I'd like to know the weather forecast for the upcoming 16 days in New York.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Please provide the 16-day weather forecast for Sydney.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Show me the weather forecast for the next 16 days in Rio de Janeiro.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,What does the 16-day weather forecast look like for London?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,I need the 16-day weather forecast for Cape Town.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Could you tell me the weather forecast for the next 16 days in Mumbai?,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,Get me the 16-day weather forecast for Los Angeles.,natural
gpt-4.1,Forecast,RapidApiGetForecastSummaryByLocationName,I'd like to see the 16-day weather forecast for Cairo.,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,What's the weather forecast for the next 16 days in Paris?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,Can you give me the 16-day weather outlook for New York?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,I'd like to know the weather forecast for the upcoming 16 days in Tokyo.,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,Show me the 16-day weather forecast for Sydney.,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,What does the 16-day weather forecast look like for London?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,Could you provide the 16-day weather forecast for Rio de Janeiro?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,I need the 16-day weather forecast for Cape Town.,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,What's the weather prediction for the next 16 days in Mumbai?,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,Give me the 16-day weather forecast for Toronto.,natural
gpt-4.1,Forecast,RapidApiGetHourlyForecastByLocationName,I'd like to see the 16-day weather forecast for Dubai.,natural
gpt-4.1,Candlestick Chart,Binance charts,Show me a candlestick chart for the BTCUSDT trading pair.,natural
gpt-4.1,Candlestick Chart,Binance charts,I need a candlestick chart for ETHUSDT with 50 candles.,natural
gpt-4.1,Candlestick Chart,Binance charts,Generate a candlestick chart for XRPUSDT with a 5-minute interval.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,Can you create a candlestick chart for ADAUSDT with the last price set to 2.30?,unnatural
gpt-4.1,Candlestick Chart,Binance charts,I'd like a candlestick chart for DOTUSDT with 100 candles and a 1-hour interval.,natural
gpt-4.1,Candlestick Chart,Binance charts,Provide a candlestick chart for LTCUSDT with a 1-day interval and the last price at 180.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,"Get me a candlestick chart for BNBUSDT with 200 candles, a 15-minute interval, and the last price at 400.",unnatural
gpt-4.1,Candlestick Chart,Binance charts,I want a candlestick chart for SOLUSDT with 500 candles.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,Create a candlestick chart for LINKUSDT with a 4-hour interval.,unnatural
gpt-4.1,Candlestick Chart,Binance charts,Could you show a candlestick chart for UNIUSDT with 300 candles and the last price at 25?,unnatural
gpt-4.1,Candlestick Chart,Health,Can you check if the candlestick chart service is running smoothly?,natural
gpt-4.1,Candlestick Chart,Health,Is the candlestick chart API currently operational?,unnatural
gpt-4.1,Candlestick Chart,Health,Please verify the health status of the candlestick chart service.,unnatural
gpt-4.1,Candlestick Chart,Health,I need to know if the candlestick chart API is up and running.,unnatural
gpt-4.1,Candlestick Chart,Health,Could you confirm the operational status of the candlestick chart service?,unnatural
gpt-4.1,Candlestick Chart,Health,Is the candlestick chart API functioning properly right now?,unnatural
gpt-4.1,Candlestick Chart,Health,Check if the candlestick chart service is currently active.,unnatural
gpt-4.1,Candlestick Chart,Health,Can you tell me if the candlestick chart API is healthy?,unnatural
gpt-4.1,Candlestick Chart,Health,Please check the status of the candlestick chart service.,unnatural
gpt-4.1,Candlestick Chart,Health,I want to know if the candlestick chart API is working fine.,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,Can you estimate the solar power output for a plant located at latitude 46.123 and longitude 8.0123 with an installed capacity of 10 kWp?,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,What's the expected monthly solar energy production for a PV system at 34.567 latitude and 12.345 longitude with 15 kWp capacity and a tilt of 25 degrees?,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"Predict the solar power generation for a system at 40.7128 latitude, -74.006 longitude, with 20 kWp capacity and a 10% loss factor.",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"How much energy will a solar plant produce if it's located at 51.5074 latitude, -0.1278 longitude, with a capacity of 5 kWp and facing east?",natural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"Estimate the solar output for a PV installation at 35.6895 latitude, 139.6917 longitude, with 12 kWp capacity, a tilt of 45 degrees, and a 5% loss.",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"What is the monthly solar energy estimate for a plant at 48.8566 latitude, 2.3522 longitude, with 8 kWp capacity and a south-facing orientation?",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"Calculate the solar power estimation for a system at 37.7749 latitude, -122.4194 longitude, with 25 kWp capacity, a tilt of 30 degrees, and a 12% loss.",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"How much solar energy can be generated by a plant at 55.7558 latitude, 37.6173 longitude, with 18 kWp capacity and a west-facing direction?",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"Provide the solar power output estimation for a PV system at 28.6139 latitude, 77.2090 longitude, with 22 kWp capacity, a tilt of 60 degrees, and a 20% loss.",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/estimation,"What's the expected solar energy production for a plant at 34.0522 latitude, -118.2437 longitude, with 30 kWp capacity and a north-facing orientation?",unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,Can you predict the solar power output for the next four days for a plant located at latitude 48.8566 and longitude 2.3522?,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,I need a solar power forecast for the plant with ID 0xAb425D74eA0113d11c3092E47a4C0542C25973db.,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,What's the expected solar energy production for a PV system in Berlin with postal code 10115?,natural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,Give me the solar power prediction for a system with an azimuth of 90 degrees and a declination of 30 degrees.,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,How much solar power can be generated with an inverter capacity of 5000 Watts and a loss of 10%?,natural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,Forecast the solar energy output for a PV plant with a watt-peak of 7000 and located at latitude 34.0522 and longitude -118.2437.,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,Can you provide a solar power forecast for a system with a plane azimuth of -90 and a declination of 45 degrees?,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,I need the solar power prediction formatted like forecast.solar for a plant in Munich with postal code 80331.,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,What's the solar power forecast for a PV system with a maximum inverter capacity of 6000 Watts and a loss of 5%?,unnatural
gpt-4.1,SolarEnergyPrediction,/v2.0/solar/prediction,Predict the solar energy output for a plant with a watt-peak of 8000 located at latitude 51.1657 and longitude 10.4515.,unnatural
gpt-4.1,BIN/IP Checker,BIN Checker,Can you check the details for the BIN 448590?,natural
gpt-4.1,BIN/IP Checker,BIN Checker,I need to verify the BIN 523456 for a transaction.,unnatural
gpt-4.1,BIN/IP Checker,BIN Checker,Please provide the information for the BIN 678901.,unnatural
gpt-4.1,BIN/IP Checker,BIN Checker,What details can you find for the BIN 345678?,unnatural
gpt-4.1,BIN/IP Checker,BIN Checker,Check the BIN 234567 for any potential risks.,natural
gpt-4.1,BIN/IP Checker,BIN Checker,I want to validate the BIN 789012.,unnatural
gpt-4.1,BIN/IP Checker,BIN Checker,Can you verify the BIN 890123 for me?,natural
gpt-4.1,BIN/IP Checker,BIN Checker,Please check the BIN 901234 for its details.,unnatural
gpt-4.1,BIN/IP Checker,BIN Checker,I need to know more about the BIN 567890.,unnatural
gpt-4.1,BIN/IP Checker,BIN Checker,Could you provide the information for the BIN 123456?,unnatural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,Can you check the details for the BIN number 448590?,natural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,I need to verify the BIN 520082 and the IP address 192.168.1.1 for a transaction.,natural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,Please provide the information for BIN 601111.,unnatural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,Check the BIN 123456 and see if it matches with IP 203.0.113.5.,unnatural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,What can you tell me about the BIN 411111?,natural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,I want to know the risk score for BIN 378282 and IP 10.0.0.1.,natural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,Give me the details for BIN 305693.,unnatural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,Can you verify BIN 601100 with the IP address 172.16.254.1?,unnatural
gpt-4.1,BIN/IP Checker,BIN/IP Checker,I'd like to check the BIN 353011.,unnatural
